year,ogółem
year,total
2010,18.2
2011,20.5
2012,18.2
2013,17.8
2014,16.4
2015,15.8
2016,15.9
2017,14.4
2018,13.7
2019,13.2
2020,8.5
2021,9.4
2022,11.0
2023,11.3
2024,10.9
