year,ogółem
year,total
2010,1.11
2011,1.05
2012,1.03
2013,1.08
2014,1.17
2015,1.35
2016,1.52
2017,1.40
2018,1.47
2019,1.41
2020,1.47
2021,1.44
2022,1.29
