year,ogółem
year,total
2010,10.1
2011,6.3
2012,4.5
2013,3.0
2014,2.4
2015,3.4
2016,3.5
2017,3.9
2018,7.5
2019,3.4
2020,0.7
2021,8.3
2022,9.6
2023,11.0
