year,ogółem
year,total
2010,0.58
2011,0.43
2012,0.44
2013,0.28
2014,0.32
2015,0.36
2016,0.38
2017,0.33
2018,0.54
2019,0.48
2020,0.44
2021,0.42
2022,0.58
2023,0.58
