year,ogółem
year,total
2010,31.0
2011,31.9
2012,33.6
2013,34.5
2014,35.7
2015,38.0
2016,38.9
2017,42.9
2018,46.9
2019,52.0
2020,54.2
2021,54.3
2022,56.9
2023,64.5
