year,ogółem
year,total
2010,405955.90
2011,404513.23
2012,396998.27
2013,393046.04
2014,380435.32
2015,383034.67
2016,393850.67
2017,408461.81
2018,408496.35
2019,386177.58
2020,371258.56
2021,399262.90
2022,380844.45
2023,348436.37
