year,ogółem
year,total
2010,0.368
2011,0.354
2012,0.338
2013,0.333
2014,0.310
2015,0.301
2016,0.305
2017,0.305
2018,0.303
2019,0.282
2020,0.276
2021,0.272
2022,0.245
2023,0.229
2024,0.222
