year,ogółem
year,total
2010,38.5
2011,37.8
2012,37.9
2013,38.2
2014,38.3
2015,37.7
2016,39.0
2017,39.1
2018,39.5
2019,40.0
2020,41.0
2021,38.8
2022,38.3
