year,ogółem
year,total
2010,16.2
2011,16.1
2012,16.6
2013,15.6
2014,16.9
2015,17.7
2016,18.3
2017,16.9
2018,16.5
2019,16.7
2020,16.2
2021,17.3
2022,17.7
2023,16.8
