year,ogółem
year,total
2010,1674.9
2011,1664.7
2012,1738.8
2013,1856.3
2014,2044.4
2015,2147.8
2016,2294.4
2017,2511.5
2018,2568.0
2019,2601.0
2020,2729.9
2021,2966.6
2022,3146.1
