year,ogółem
year,total
2010,87.4
2011,87.6
2012,87.8
2013,88.0
2014,91.6
2015,91.8
2016,91.9
2017,92.0
2018,92.0
2019,92.2
2020,92.2
2021,92.4
2022,92.5
2023,92.6
2024,92.7
