year,ogółem
year,total
2010,17.4
2011,17.7
2012,17.7
2013,17.0
2014,16.6
2015,16.0
2016,16.9
2017,17.5
2018,17.7
2019,17.3
2020,17.8
2021,18.6
2022,16.3
2023,16.8
2024,17.1
