year,ogółem
year,total
2010,383.5
2011,424.9
2012,438.7
2013,506.2
2014,473.1
2015,465.6
2016,688.7
2017,705.6
2018,766.0
2019,776.6
2020,829.3
2021,983.5
2022,3378.2
