year,ogółem
year,total
2010,48.1
2011,53.4
2012,58.7
2013,62.1
2014,58.5
2015,54.1
2016,52.1
2017,48.5
2018,45.4
2019,39.5
2020,41.9
2021,38.0
2022,33.8
2023,30.5
2024,28.2
2025,29.2
