year,ogółem
year,total
2010,0.265
2011,0.260
2012,0.243
2013,0.244
2014,0.231
2015,0.223
2016,0.225
2017,0.223
2018,0.222
2019,0.206
2020,0.205
2021,0.198
2022,0.182
2023,0.172
