year,ogółem
year,total
2010,15.4
2011,15.4
2012,15.3
2013,15.1
2014,14.9
2015,14.9
2016,14.2
2017,14.0
2018,14.4
2019,14.5
2020,12.1
2021,11.9
2022,13.1
2023,13.2
2024,12.5
