year,ogółem
year,total
2010,95.3
2011,95.4
2012,95.4
2013,95.5
2014,96.4
2015,96.5
2016,96.5
2017,96.6
2018,96.6
2019,96.6
2020,96.7
2021,96.7
2022,96.7
