year,ogółem
year,total
2010,18.2
2011,18.7
2012,19.6
2013,19.2
2014,20.0
2015,20.1
2016,21.2
2017,23.8
2018,23.7
2019,24.5
2020,26.1
2021,29.0
2022,30.3
2023,30.5
2024,30.5
2025,30.7
