year,ogółem
year,total
2010,36.7
2011,42.7
2012,42.1
2013,43.8
2014,39.3
2015,34.3
2016,35.5
2017,31.5
2018,27.3
2019,26.5
2020,22.2
2021,28.8
2022,36.1
