year,ogółem
year,total
2010,
2011,
2012,84.1
2013,90.2
2014,100.0
2015,101.6
2016,106.9
2017,112.3
2018,116.1
2019,115.4
2020,115.8
2021,122.2
2022,127.2
2023,130.4
2024,135.7
