year,ogółem
year,total
2010,32.4
2011,32.4
2012,32.5
2013,32.5
2014,32.5
2015,32.5
2016,32.5
2017,32.5
2018,32.6
2019,32.3
2020,32.3
2021,32.3
2022,32.3
2023,32.2
2024,32.2
