year,ogółem
year,total
2010,
2011,
2012,
2013,
2014,29.0
2015,29.7
2016,29.8
2017,30.2
2018,30.9
2019,31.0
2020,31.3
2021,33.6
2022,34.8
2023,35.2
2024,35.8
