year,ogółem
year,total
2010,0.26
2011,0.18
2012,0.14
2013,0.14
2014,0.16
2015,0.11
2016,0.12
2017,0.13
2018,0.13
2019,0.18
2020,0.11
2021,0.10
2022,0.09
