year,ogółem
year,total
2010,0.59
2011,0.50
2012,0.59
2013,0.63
2014,0.66
2015,0.69
2016,0.69
2017,0.69
2018,0.71
2019,0.78
2020,0.77
2021,0.81
2022,0.85
2023,0.90
2024,0.97
