year,ogółem
year,total
2010,2.40
2011,2.03
2012,2.26
2013,2.01
2014,2.20
2015,2.42
2016,2.09
2017,2.06
2018,1.70
2019,1.67
2020,1.64
2021,1.56
2022,1.80
