year,ogółem
year,total
2010,16.2
2011,15.7
2012,17.2
2013,19.3
2014,17.5
2015,13.5
2016,9.0
2017,12.1
2018,20.7
2019,14.5
2020,16.5
2021,15.3
2022,16.9
2023,22.2
2024,16.7
2025,15.7
