year,ogółem
year,total
2010,
2011,
2012,
2013,
2014,
2015,12.1
2016,12.7
2017,11.6
2018,11.4
2019,10.6
2020,9.0
2021,7.8
2022,7.6
2023,7.6
2024,7.7
