year,ogółem
year,total
2010,1.84
2011,1.79
2012,1.80
2013,1.79
2014,1.86
2015,2.21
2016,1.99
2017,1.88
2018,2.00
2019,1.96
2020,2.21
2021,2.19
2022,2.21
2023,3.27
2024,4.07
