year,ogółem
year,total
2010,96.04
2011,90.68
2012,111.55
2013,127.11
2014,82.28
2015,100.19
2016,148.99
2017,222.11
2018,244.93
2019,223.31
2020,225.08
2021,296.21
2022,2558.85
