year,ogółem
year,total
2010,10.5
2011,10.5
2012,10.5
2013,10.5
2014,10.7
2015,11.1
2016,11.1
2017,11.2
2018,11.4
2019,11.8
2020,11.9
2021,12.3
2022,12.4
2023,12.7
2024,13.0
