year,ogółem
year,total
2010,1045.4
2011,1047.7
2012,1082.2
2013,1119.6
2014,1146.3
2015,1172.4
2016,1195.4
2017,1229.7
2018,1289.6
2019,1366.0
2020,1471.0
2021,1551.5
2022,1621.2
2023,1689.0
2024,1757.9
2025,1816.0
