year,ogółem
year,total
2010,1.02
2011,0.96
2012,1.00
2013,1.05
2014,1.06
2015,0.95
2016,0.91
2017,0.80
2018,0.87
2019,1.01
2020,0.85
2021,0.83
2022,0.72
