year,ogółem
year,total
2010,66.5
2011,67.5
2012,67.2
2013,69.0
2014,68.0
2015,69.5
2016,71.6
2017,68.9
2018,71.7
2019,71.5
2020,72.3
2021,74.5
2022,74.4
2023,76.4
2024,77.5
