year,ogółem
year,total
2010,20.6
2011,23.4
2012,25.9
2013,26.6
2014,24.8
2015,22.3
2016,22.4
2017,20.3
2018,19.2
2019,18.6
2020,18.6
2021,20.0
2022,21.2
2023,22.4
2024,23.2
