year,ogółem
year,total
2010,0.08
2011,0.08
2012,0.09
2013,0.10
2014,0.09
2015,0.10
2016,0.15
2017,0.13
2018,0.14
2019,0.14
2020,0.14
2021,0.15
2022,0.53
