year,ogółem
year,total
2010,88.0
2011,88.4
2012,91.7
2013,93.3
2014,93.9
2015,94.6
2016,94.8
2017,94.5
2018,94.6
2019,94.8
2020,94.7
2021,94.6
2022,95.0
