city,2015,2024
Białystok,10771,16734
Bydgoszcz,4643,7991
Gdańsk,6379,3335
Gorzów Wielkopolski,5005,8119
Katowice,3644,7364
Kielce,3767,8956
Kraków,5079,11354
Lublin,8815,13373
Łódź,4263,8883
Olsztyn,8208,13134
Opole,6919,7623
Poznań,5193,13745
Rzeszów,10313,13627
Szczecin,3816,5622
Toruń,8382,12703
Warszawa,8839,15733
Wrocław,7848,14652
Zielona Góra,2235,4412
