city,2018,2025
Białystok,19,15
Bydgoszcz,11,6
Gdańsk,12,3
Gorzów Wielkopolski,12,10
Katowice,12,8
Kielce,14,13
Kraków,20,17
Lublin,16,16
Łódź,25,15
Olsztyn,8,6
Opole,14,5
Poznań,17,10
Rzeszów,34,25
Szczecin,9,5
Toruń,9,7
Warszawa,34,14
Wrocław,13,9
Zielona Góra,9,6
