voivodships,2015,2024
Poland,2647.4,2699.5
dolnośląskie,1277.9,1297.2
kujawsko-pomorskie,2738.7,2913.0
lubelskie,2671.0,2836.0
lubuskie,5331.8,5404.8
łódzkie,1434.9,1518.5
małopolskie,2385.7,2359.8
mazowieckie,1973.7,1934.1
opolskie,2572.7,2793.4
podkarpackie,3765.8,3882.0
podlaskie,5403.0,5639.0
pomorskie,2592.6,2584.2
śląskie,598.9,607.6
świętokrzyskie,6058.4,6567.3
warmińsko-mazurskie,7845.7,8384.8
wielkopolskie,2716.4,2539.2
zachodniopomorskie,2887.9,3102.6
