voivodships,2015,2024
Poland,34.7,27.6
dolnośląskie,22.0,17.5
kujawsko-pomorskie,40.4,29.0
lubelskie,44.5,37.2
lubuskie,51.0,48.2
łódzkie,26.0,17.6
małopolskie,19.9,18.4
mazowieckie,36.2,28.4
opolskie,23.9,20.6
podkarpackie,24.0,20.6
podlaskie,56.2,48.1
pomorskie,46.9,30.3
śląskie,16.6,12.4
świętokrzyskie,21.5,15.3
warmińsko-mazurskie,48.3,39.4
wielkopolskie,34.0,26.9
zachodniopomorskie,35.5,29.2
