voivodships,2015,2025
Poland,5.9,5.9
dolnośląskie,1.4,1.5
kujawsko-pomorskie,2.9,2.9
lubelskie,9.6,9.7
lubuskie,1.0,1.1
łódzkie,7.5,7.5
małopolskie,13.3,13.3
mazowieckie,10.5,10.5
opolskie,1.5,1.5
podkarpackie,8.3,8.4
podlaskie,10.1,10.2
pomorskie,4.4,4.0
śląskie,6.7,6.6
świętokrzyskie,8.2,8.1
warmińsko-mazurskie,2.6,2.7
wielkopolskie,3.0,2.9
zachodniopomorskie,1.1,1.2
