city,2015,2020,2024
Białystok,46.8,54.7,59.5
Bydgoszcz,34.6,39.3,44.6
Gdańsk,65.0,65.8,25.3
Gorzów Wielkopolski,53.4,56.0,56.5
Katowice,21.9,27.55,36.9
Kielce,17.5,17.7,19.2
Kraków,48.2,68.7,79.2
Lublin,47.3,53.8,58.1
Łódź,10.6,25.5,48.0
Olsztyn,55.8,56.0,59.8
Opole,41.1,35.7,51.9
Poznań,41.9,48.1,53.7
Rzeszów,16.0,15.9,16.6
Szczecin,47.5,59.5,61.6
Toruń,49.8,57.1,58.9
Warszawa,35.8,39.6,46.4
Wrocław,56.7,59.8,63.7
Zielona Góra,15.4,17.9,20.7
