voivodships,2015,2024
Poland,2.1,2.1
dolnośląskie,1.7,1.2
kujawsko-pomorskie,2.2,2.2
lubelskie,5.2,4.3
lubuskie,3.3,5.1
łódzkie,2.2,1.9
małopolskie,0.9,1.4
mazowieckie,1.6,1.5
opolskie,2.3,1.9
podkarpackie,3.6,2.2
podlaskie,5.3,4.5
pomorskie,2.2,2.7
śląskie,0.6,0.7
świętokrzyskie,2.5,3.4
warmińsko-mazurskie,8.7,6.0
wielkopolskie,1.5,1.5
zachodniopomorskie,3.2,5.8
