city,2015,2020,2023
Białystok,16.7,16.5,17.1
Bydgoszcz,37.4,23.3,26.3
Gdańsk,16.9,18.1,18.8
Gorzów Wielkopolski,32.1,33.3,34.3
Katowice,34.2,19.3,22.1
Kielce,16.9,17.2,17.6
Kraków,20.9,24.0,26.0
Lublin,24.5,23.7,23.8
Łódź,23.0,24.6,27.4
Olsztyn,18.1,20.5,23.5
Opole,25.3,24.4,28.9
Poznań,17.7,18.6,17.7
Rzeszów,17.7,87.9,88.1
Szczecin,12.0,14.0,14.7
Toruń,18.8,21.1,21.8
Warszawa,17.4,18.0,17.5
Wrocław,22.8,24.4,27.8
Zielona Góra,13.3,15.6,13.4
