city,2015,2020,2022
Białystok,4.8,4.8,4.9
Bydgoszcz,7.6,4.5,4.8
Gdańsk,3.0,3.4,3.4
Gorzów Wielkopolski,4.6,4.7,4.6
Katowice,6.2,3.4,3.7
Kielce,3.1,2.9,2.9
Kraków,4.9,5.9,5.7
Lublin,5.7,5.4,5.3
Łódź,5.5,5.7,6.0
Olsztyn,3.6,4.0,4.4
Opole,3.1,2.1,2.4
Poznań,3.7,3.9,3.6
Rzeszów,2.8,13.5,12.9
Szczecin,1.6,1.8,1.9
Toruń,3.3,3.6,3.7
Warszawa,5.9,6.5,6.4
Wrocław,4.9,5.6,6.4
Zielona Góra,0.7,0.8,0.7
