województwo,2015,2025
Polska,5.8,8.0
dolnośląskie,3.5,3.9
kujawsko-pomorskie,4.7,2.8
lubelskie,2.5,3.9
lubuskie,3.1,8.4
łódzkie,3.7,3.2
małopolskie,11.6,9.9
mazowieckie,4.5,6.3
opolskie,1.2,24.2
podkarpackie,16.6,8.3
podlaskie,4.4,4.6
pomorskie,7.8,3.4
śląskie,8.8,4.5
świętokrzyskie,2.4,1.7
warmińsko-mazurskie,4.6,3.9
wielkopolskie,8.3,30.9
zachodniopomorskie,4.7,4.8
