miasto,2015,2022
Białystok,46.8,55.6
Bydgoszcz,34.6,39.8
Gdańsk,65.0,65.0
Gorzów Wielkopolski,53.4,55.4
Katowice,21.9,30.1
Kielce,17.5,18.6
Kraków,48.2,75.6
Lublin,47.3,54.9
Łódź,10.6,37.4
Olsztyn,55.8,59.7
Opole,41.1,46.3
Poznań,41.9,52.5
Rzeszów,16.0,16.1
Szczecin,47.5,60.7
Toruń,49.8,58.8
Warszawa,35.8,41.4
Wrocław,56.7,61.5
Zielona Góra,15.4,18.8
