miasto,2020,2023
Białystok,5.8,5.1
Bydgoszcz,1.3,1.3
Gdańsk,33.4,12.7
Gorzów Wielkopolski,5.6,4.2
Katowice,14.2,14.1
Kielce,4.2,3.8
Kraków,0.0,0.0
Lublin,5.4,4.3
Łódź,37.9,40.8
Olsztyn,3.7,4.0
Opole,0.8,2.6
Poznań,3.0,3.7
Rzeszów,3.3,3.1
Szczecin,16.2,16.6
Toruń,1.4,1.1
Warszawa,8.4,8.3
Wrocław,5.5,4.6
Zielona Góra,2.4,2.8
