województwo,2015,2023
Polska,32.5,32.2
dolnośląskie,18.6,18.6
kujawsko-pomorskie,31.8,32.2
lubelskie,22.7,22.7
lubuskie,38.8,37.5
łódzkie,19.6,19.5
małopolskie,53.0,53.1
mazowieckie,29.7,29.7
opolskie,27.2,27.6
podkarpackie,44.9,44.9
podlaskie,31.8,31.6
pomorskie,32.7,31.0
śląskie,22.2,21.1
świętokrzyskie,65.0,64.9
warmińsko-mazurskie,46.7,46.8
wielkopolskie,31.7,29.6
zachodniopomorskie,21.6,21.9
