miasto,2015,2020,2023
Białystok,46.8,54.7,58.1
Bydgoszcz,34.6,39.3,40.6
Gdańsk,65.0,65.8,25.3
Gorzów Wielkopolski,53.4,56.0,56.1
Katowice,21.9,27.55,35.1
Kielce,17.5,17.7,19.2
Kraków,48.2,68.7,78.1
Lublin,47.3,53.8,57.3
Łódź,10.6,25.5,40.7
Olsztyn,55.8,56.0,59.7
Opole,41.1,35.7,50.3
Poznań,41.9,48.1,53.1
Rzeszów,16.0,15.9,16.8
Szczecin,47.5,59.5,61.0
Toruń,49.8,57.1,58.6
Warszawa,35.8,39.6,43.8
Wrocław,56.7,59.8,62.4
Zielona Góra,15.4,17.9,20.4
