miasto,2018,2024
Białystok,19,15
Bydgoszcz,11,7
Gdańsk,12,3
Gorzów Wielkopolski,12,9
Katowice,12,9
Kielce,14,9
Kraków,20,18
Lublin,16,16
Łódź,25,22
Olsztyn,8,6
Opole,14,7
Poznań,17,9
Rzeszów,34,32
Szczecin,9,5
Toruń,9,6
Warszawa,34,16
Wrocław,13,8
Zielona Góra,9,6
