REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,61950,105780,66535,110290,128558,73572,17743,,106277,201401,238929,47623,58370,730624,142024
Dolnośląskie,3207,1369,451,204,2419,3641,1034,,37346,3579,103480,0,0,13175,76
Kujawsko-Pomorskie,980,139,2623,445,95,1854,0,,1339,0,3238,4363,8139,32298,718
Lubelskie,0,2468,5392,239,5115,1600,1600,,1929,12259,2475,15297,2151,10156,4118
Lubuskie,4856,4726,45,35,2575,2409,3178,,0,55,7768,982,0,3517,3665
Łódzkie,4941,2589,4677,473,10598,9081,176,,1532,47759,2296,83,883,3601,5096
Małopolskie,4,875,1583,0,21819,632,168,,131,136,1556,914,91,15803,3105
Mazowieckie,763,4543,17695,26806,26157,20899,2217,,684,14941,3582,4062,4127,4301,69984
Opolskie,0,29404,0,2181,0,0,106,,0,5,38028,1443,160,2608,1637
Podkarpackie,4887,1218,5216,3787,3329,10162,402,,1301,25378,4353,1273,4408,11462,12921
Podlaskie,3260,10371,4672,13058,10587,1174,1064,,119,8564,21929,1056,9929,20762,6636
Pomorskie,389,2489,788,0,0,0,0,,5183,3030,189,4133,10113,22291,3554
Śląskie,651,3046,2747,2724,5727,3368,348,,2393,14100,6946,1682,1330,36147,16873
Świętokrzyskie,10764,9401,1919,1618,487,22,41,,382,13778,684,979,5674,6699,1729
Warmińsko-Mazurskie,804,1385,7448,317,7364,7022,91,,1037,0,5573,2567,4149,62741,500
Wielkopolskie,22134,31005,8822,55715,26040,5137,7260,,37685,7900,32766,8172,7216,468494,11412
Zachodniopomorskie,4310,752,2457,2688,6246,6571,58,,15216,49917,4066,617,0,16568,0
