REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,50.6,54.4,60.9,63.6,68.0,70.1,72.2,73.4,77.8,80.5,82.1,84.7,85.6,87.0,89.8
Dolnośląskie,52.1,55.1,57.1,60.7,67.0,67.3,70.1,74.9,80.0,82.7,83.3,84.4,84.9,85.9,87.2
Kujawsko-Pomorskie,43.0,34.6,45.9,48.1,50.7,58.3,64.4,62.0,68.3,73.3,75.1,77.6,79.9,80.6,81.7
Lubelskie,45.1,69.8,81.7,83.6,89.9,90.5,91.9,81.6,88.2,97.9,86.5,99.4,99.6,99.6,99.3
Lubuskie,68.2,39.0,76.3,75.7,74.9,73.7,76.9,82.8,86.2,90.9,90.7,90.3,87.7,84.6,84.6
Łódzkie,38.6,45.8,46.3,48.9,51.6,52.2,52.7,48.7,51.2,55.5,61.4,68.5,70.6,75.3,81.3
Małopolskie,46.2,52.3,56.6,59.9,63.0,64.6,57.6,57.5,75.9,78.9,82.1,86.9,88.0,92.6,93.8
Mazowieckie,62.5,69.0,76.5,77.2,78.4,82.1,85.1,86.1,86.9,86.7,86.9,87.0,88.2,89.2,89.4
Opolskie,46.4,53.7,60.4,66.3,69.9,76.2,76.9,76.4,77.3,76.3,76.3,76.3,78.2,80.4,81.0
Podkarpackie,26.4,39.5,41.2,48.5,55.9,57.0,59.7,61.5,79.1,83.6,86.4,89.1,88.2,89.7,90.7
Podlaskie,76.5,87.0,90.4,91.1,91.1,91.5,92.4,90.8,93.6,95.7,96.5,97.4,99.5,99.7,99.7
Pomorskie,69.1,77.1,86.0,85.0,85.5,86.1,87.3,95.7,96.4,92.1,97.1,97.7,97.4,97.1,97.4
Śląskie,38.1,31.4,41.1,49.5,57.1,61.0,65.4,69.5,70.5,74.4,77.5,78.7,79.4,80.0,91.6
Świętokrzyskie,42.7,40.4,60.7,66.0,72.2,67.1,70.2,71.1,82.4,90.6,81.2,90.1,97.4,99.7,99.7
Warmińsko-Mazurskie,55.2,56.6,65.4,65.3,78.5,84.6,86.8,85.4,88.2,88.8,88.8,89.7,90.7,91.7,96.7
Wielkopolskie,53.9,58.0,60.4,64.5,71.4,70.8,72.1,74.2,77.6,82.4,86.4,90.1,90.8,91.2,90.8
Zachodniopomorskie,43.7,46.5,49.8,53.1,61.1,62.2,63.6,67.0,69.9,73.1,72.6,76.1,76.5,77.2,77.9
