REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,55,78,86,81,94,92,88,80,76,80,80,66,67,72
Dolnośląskie,,3,8,5,4,5,6,6,5,7,8,11,8,8,8
Kujawsko-Pomorskie,,6,5,4,5,4,8,12,12,12,12,8,5,5,5
Lubelskie,,0,2,2,2,3,4,4,4,3,3,4,3,3,4
Lubuskie,,3,4,2,2,6,6,6,6,6,5,6,1,1,1
Łódzkie,,0,5,4,5,5,6,6,3,3,4,4,3,4,4
Małopolskie,,4,4,5,5,5,4,2,2,2,2,2,2,2,3
Mazowieckie,,7,13,21,15,17,18,18,10,6,6,4,3,4,4
Opolskie,,0,2,1,2,2,2,2,2,2,2,2,3,4,4
Podkarpackie,,2,5,5,5,5,5,5,6,6,7,7,8,8,8
Podlaskie,,1,2,2,2,2,3,0,1,1,1,1,1,1,1
Pomorskie,,0,0,0,0,0,1,0,1,1,1,1,1,2,4
Śląskie,,11,7,12,10,15,7,7,5,5,5,7,7,7,7
Świętokrzyskie,,0,3,3,3,3,3,2,4,3,5,5,5,5,5
Warmińsko-Mazurskie,,9,5,9,9,10,9,10,11,3,3,3,3,3,3
Wielkopolskie,,1,1,2,2,2,2,3,3,11,11,10,8,7,8
Zachodniopomorskie,,8,12,9,10,10,8,5,5,5,5,5,5,3,3
