year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,
2019,29.6,20.2,14.7,11.8,6.3,15.6,29.1,70.6,15.0,14.9,5.0,11.4,32.7,118.8,5.7,44.8,42.7
2020,27.7,17.8,14.2,11.7,6.4,15.1,29.9,70.3,14.9,13.9,5.0,11.3,22.5,89.7,4.9,44.2,42.9
2021,29.6,18.7,14.2,12.3,6.4,15.9,28.8,80.2,14.2,9.6,5.0,11.7,35.0,107.4,5.0,42.4,42.1
2022,30.0,19.2,14.4,12.0,6.3,16.2,29.2,81.9,13.8,12.3,4.9,11.9,34.9,113.7,4.8,41.5,40.2
2023,26.5,18.0,14.5,11.3,6.3,15.2,24.3,69.5,13.3,13.3,5.1,10.6,34.3,100.6,4.8,30.6,40.2
2024,26.9,19.0,14.7,11.5,6.4,15.6,26.0,70.6,13.6,14.2,5.1,11.0,34.5,95.7,4.8,33.1,39.2
