year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,104,114,93,81,115,99,109,126,84,75,85,121,100,82,94,111,121
2011,90,103,87,67,98,83,91,109,68,65,74,109,80,69,77,98,109
2012,93,104,85,72,106,86,96,115,68,66,79,110,83,74,80,102,109
2013,95,113,88,72,98,86,93,123,74,72,73,113,81,75,82,103,110
2014,93,101,82,71,93,85,95,120,68,70,77,113,80,71,79,102,111
2015,94,105,82,69,96,81,98,128,67,67,72,114,79,71,74,102,109
2016,91,99,77,67,92,82,96,127,63,67,68,111,76,73,72,97,104
2017,94,106,80,75,95,82,101,125,65,73,72,119,77,77,75,100,109
2018,102,112,90,86,103,88,110,134,73,77,83,125,83,86,86,111,113
2019,99,108,87,79,103,87,108,130,74,71,83,115,82,76,84,106,113
2020,86,93,77,76,89,75,90,112,62,67,73,102,70,71,75,92,95
2021,97,105,83,79,96,84,105,128,70,79,76,117,80,82,81,101,104
2022,102,119,85,86,95,89,109,143,72,79,84,122,82,79,78,101,106
2023,102,114,86,81,100,85,109,147,73,76,84,125,81,76,81,104,107
2024,101,112,85,76,102,85,109,144,71,73,76,121,82,76,78,105,104
