year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,x,x,x,x,x,x,x,x,x,x,x,65.2,x,x,0.1,x,34.7
2011,x,x,x,x,x,x,x,x,x,x,x,63.2,x,x,0.2,x,36.6
2012,x,x,x,x,x,x,x,x,x,x,x,63.9,x,x,0.3,x,35.8
2013,x,x,x,x,x,x,x,x,x,x,x,65.9,x,x,0.5,x,33.6
2014,x,x,x,x,x,x,x,x,x,x,x,66.5,x,x,0.5,x,33.0
2015,x,x,x,x,x,x,x,x,x,x,x,67.7,x,x,0.3,x,32.0
2016,x,x,x,x,x,x,x,x,x,x,x,67.6,x,x,0.2,x,32.2
2017,x,x,x,x,x,x,x,x,x,x,x,67.0,x,x,0.1,x,32.9
2018,x,x,x,x,x,x,x,x,x,x,x,69.1,x,x,0.1,x,30.8
2019,x,x,x,x,x,x,x,x,x,x,x,70.4,x,x,0.1,x,29.5
2020,x,x,x,x,x,x,x,x,x,x,x,69.8,x,x,0.1,x,30.1
2021,x,x,x,x,x,x,x,x,x,x,x,70.1,x,x,0.1,x,29.8
2022,x,x,x,x,x,x,x,x,x,x,x,72.5,x,x,x,x,27.5
2023,x,x,x,x,x,x,x,x,x,x,x,77.4,x,x,0.1,x,22.5
2024,x,x,x,x,x,x,x,x,x,x,x,75.9,x,x,0.1,x,24.0
2025,x,x,x,x,x,x,x,x,x,x,x,74.9,x,x,x,x,25.1
