year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,50.3,51.7,54.8,56.4,57.0,66.2,35.6,51.9,63.0,26.7,58.7,41.9,54.9,57.5,49.8,58.4,45.3
2011,47.8,49.8,53.2,54.8,55.6,64.7,33.2,50.0,59.9,21.2,58.1,39.5,52.0,53.5,48.2,55.7,42.2
2012,46.7,48.6,52.5,54.1,54.3,63.9,32.6,49.2,57.8,20.2,57.6,37.8,50.5,51.5,46.3,54.0,39.8
2013,45.6,47.7,51.4,53.8,53.2,63.0,31.5,48.3,55.3,19.7,57.2,35.9,49.1,50.4,45.4,52.7,38.4
2014,46.9,47.4,56.2,59.9,54.6,69.8,31.9,55.9,47.8,15.6,60.0,32.6,44.8,55.5,47.0,50.6,37.1
2015,45.4,45.6,55.1,59.3,50.2,68.4,30.4,55.1,44.3,15.4,59.8,30.8,42.4,52.6,45.8,49.5,36.4
2016,44.5,44.6,54.7,59.2,48.7,67.6,29.0,54.2,43.0,15.1,59.3,30.2,41.2,51.5,45.3,48.1,35.8
2017,44.2,44.1,54.3,59.2,48.1,67.4,28.6,53.7,43.3,15.1,59.0,29.9,41.0,51.4,45.4,47.1,35.8
2018,43.9,43.5,53.9,59.0,48.1,67.1,28.3,53.3,43.1,14.8,58.8,29.9,40.4,51.4,45.1,46.5,36.1
2019,43.2,42.4,53.5,58.3,47.7,66.4,27.8,52.8,42.2,14.3,58.6,28.3,39.7,51.5,44.8,46.2,35.6
2020,42.5,42.1,52.8,57.9,47.0,66.2,27.0,51.6,42.5,13.1,57.9,27.8,39.5,50.9,44.2,44.5,35.7
2021,41.9,41.4,52.5,58.0,46.5,65.6,26.5,51.3,41.9,12.5,57.7,27.3,38.6,50.0,43.6,43.8,35.2
2022,41.4,40.8,52.3,57.7,46.1,65.3,26.0,50.9,41.6,12.2,57.5,26.7,38.1,49.3,43.2,42.7,34.5
2023,40.9,40.6,51.8,57.4,45.4,65.0,25.4,50.5,41.4,11.7,56.8,26.0,37.5,48.6,42.7,42.0,34.0
2024,40.4,39.8,51.7,57.3,44.8,65.0,24.8,50.2,40.5,11.1,55.9,25.4,37.0,47.8,42.3,41.4,33.5
