REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,864,874,867,866,866,872,871,853,853,862,867,867,870,854,853
Dolnośląskie,73,74,70,68,66,66,65,63,64,65,66,65,65,65,66
Kujawsko-Pomorskie,32,31,31,32,32,34,34,34,33,33,33,33,35,35,35
Lubelskie,33,33,32,33,32,30,31,29,30,30,31,31,31,32,32
Lubuskie,30,30,30,27,27,25,23,23,23,23,23,23,24,25,24
Łódzkie,43,42,44,42,42,44,45,44,44,44,45,46,46,43,43
Małopolskie,58,59,59,65,67,73,71,69,68,69,71,74,74,71,73
Mazowieckie,75,80,80,81,81,81,79,76,77,78,77,77,77,77,79
Opolskie,26,27,27,28,28,28,28,28,29,31,31,31,31,31,31
Podkarpackie,41,39,38,39,40,42,43,39,40,41,41,41,42,38,36
Podlaskie,36,37,34,35,34,34,35,34,35,34,34,33,33,33,33
Pomorskie,50,50,48,46,48,50,48,49,49,49,49,48,51,52,51
Śląskie,85,88,92,91,91,88,92,93,92,93,93,94,92,91,90
Świętokrzyskie,38,37,35,36,36,35,34,37,36,37,39,40,41,35,35
Warmińsko-Mazurskie,71,73,72,69,67,68,72,69,68,68,66,66,66,66,69
Wielkopolskie,99,103,103,103,104,105,101,97,95,94,94,93,90,88,87
Zachodniopomorskie,74,71,72,71,71,69,70,69,70,73,74,72,72,72,69
