year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,91320.3,4395.2,1513.6,7205.7,1327.0,998.4,6582.2,11935.3,552.1,7526.5,659.7,0.0,39751.1,1527.0,6819.7,526.8,0.0
2011,203221.5,6836.9,7047.8,7260.8,0.0,3302.9,40866.3,33974.5,16441.9,8068.8,0.0,719.0,46026.6,15158.5,2833.0,14606.5,78.0
2012,178685.2,508.2,647.3,20556.4,0.0,277.6,50171.6,268.1,1101.4,30098.1,1096.4,719.0,20338.4,52429.0,0.0,33.8,439.9
2013,363187.6,1894.3,417.0,41698.6,0.0,3293.6,38178.4,164227.6,0.0,5183.0,2481.3,24890.0,20745.8,24910.0,17304.4,1250.0,16713.6
2014,308317.4,11890.5,3943.0,22588.9,1207.2,983.3,17119.2,21938.1,0.0,8290.0,7523.0,3046.0,123065.2,21592.6,38088.0,6280.0,20762.4
2015,230693.1,14296.1,0.0,0.0,407.0,37432.0,12226.7,42505.1,1049.0,10485.2,11584.0,0.0,52622.0,8995.0,0.0,13855.0,25236.0
2016,121821.2,1025.0,633.7,0.0,0.0,0.0,57979.7,22765.6,0.0,28921.0,0.0,0.0,5387.5,11.7,0.0,4150.0,947.0
2017,69462.5,10077.3,2055.0,0.0,2269.0,0.0,3924.0,5420.9,0.0,0.0,0.0,1693.0,29037.7,0.0,0.0,14985.6,0.0
2018,110198.2,15808.6,0.0,0.0,3082.1,3422.0,57.0,47228.8,3421.0,1637.0,0.0,1418.0,8212.7,59.0,0.0,25852.0,0.0
2019,100688.4,20446.5,2840.4,315.8,107.8,800.9,6665.5,23792.1,0.0,2196.4,0.0,15362.9,16310.4,0.0,0.0,2418.7,9431.0
2020,62615.9,21387.0,2905.0,6165.0,258.0,0.0,6664.3,2616.5,0.0,740.2,0.0,168.0,13241.9,0.0,1319.0,0.0,7151.0
2021,64610.8,2230.8,1489.0,0.0,193.8,2671.5,2490.0,11868.7,877.7,3014.7,0.0,14005.0,11025.0,749.3,6007.1,5934.2,2054.0
2022,122959.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,300628.7,0.0,0.0,0.0,0.0,0.0,0.0,5485.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,114741.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
