year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,100.0,6.0,1.6,9.5,4.0,2.0,10.5,9.4,0.4,10.2,9.9,3.1,1.1,6.0,11.1,3.6,11.5
2011,100.0,5.6,1.6,8.8,4.6,2.0,9.1,9.1,0.4,8.7,10.4,3.3,1.0,5.5,12.9,3.8,13.1
2012,100.0,5.1,1.5,8.4,5.2,2.0,8.1,9.1,0.3,7.5,11.3,3.4,0.9,5.0,14.6,3.8,13.8
2013,100.0,4.5,1.6,8.0,5.3,2.0,6.9,9.8,0.3,6.6,12.8,3.4,0.9,4.5,15.9,3.8,13.7
2014,100.0,4.2,1.6,8.0,5.5,2.0,5.5,9.6,0.3,5.9,13.8,3.4,0.9,4.0,17.1,3.9,14.2
2015,100.0,3.8,1.6,8.2,5.4,2.1,5.1,9.6,0.3,5.7,14.7,3.3,0.9,3.8,18.1,3.6,13.7
2016,100.0,3.6,2.1,8.8,5.1,2.2,4.9,10.8,0.3,5.6,15.3,3.0,0.8,3.7,18.5,3.8,11.5
2017,100.0,3.7,2.1,9.4,4.7,2.4,4.6,10.9,0.3,5.9,15.9,3.0,0.8,3.7,18.5,3.6,10.7
2018,100.0,3.7,2.1,10.1,4.6,2.6,4.0,11.9,0.3,5.9,15.6,2.8,0.8,3.5,17.7,3.8,10.7
2019,100.0,3.7,2.1,10.5,4.6,2.7,3.9,12.0,0.3,5.6,15.4,2.8,0.7,3.4,17.4,3.9,11.0
2020,100.0,3.7,2.1,10.3,5.0,2.8,3.6,11.7,0.3,5.2,15.6,2.8,0.7,3.2,17.4,4.0,11.6
2021,100.0,3.6,2.0,9.7,5.4,2.6,3.3,11.6,0.4,4.7,16.9,2.8,0.7,3.0,17.3,3.9,12.1
2022,100.0,3.6,2.0,9.1,5.4,2.5,3.0,11.3,0.3,4.2,19.1,2.8,0.7,2.7,17.2,4.0,12.2
2023,100.0,3.4,1.7,8.6,5.3,2.5,2.7,11.4,0.3,3.7,20.5,2.7,0.6,2.4,17.0,4.0,13.0
