year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,270.4,216.0,97.3,166.0,44.4,217.2,327.7,808.3,37.8,238.9,86.2,215.1,183.0,130.6,119.5,226.0,100.8
2011,303.3,248.7,89.3,173.8,54.8,228.0,362.3,886.5,82.9,254.8,116.1,274.4,223.3,111.7,138.4,263.8,114.1
2012,372.5,333.2,145.1,300.8,68.4,301.7,488.9,923.1,65.3,298.0,115.8,442.2,281.0,95.3,146.1,393.3,130.4
2013,374.6,312.2,109.3,186.1,92.6,268.9,494.6,1071.9,78.7,372.9,171.1,407.3,275.5,110.4,111.5,287.7,107.3
2014,420.1,367.9,122.3,321.0,66.7,280.5,550.0,1218.4,122.0,437.4,195.6,448.8,265.2,111.0,87.3,305.3,104.7
2015,469.7,441.2,174.6,342.4,87.7,294.0,628.5,1300.6,121.3,427.2,252.6,501.6,295.4,207.1,107.0,378.6,129.8
2016,466.9,371.8,139.1,292.6,82.4,281.1,946.9,1284.0,138.7,358.7,149.5,535.5,263.9,106.9,115.0,310.9,110.4
2017,535.6,522.9,209.9,314.1,161.6,346.3,873.6,1482.7,188.6,371.5,220.6,541.9,336.2,114.9,184.5,357.0,192.8
2018,667.7,659.9,291.5,380.2,219.3,485.2,1087.4,1761.5,277.5,430.6,281.5,750.8,412.1,225.6,211.8,444.7,252.3
2019,788.9,816.6,347.8,467.0,232.0,552.8,1213.8,2012.3,257.2,504.5,349.1,978.7,544.0,226.5,327.9,528.5,299.6
2020,848.7,865.0,438.1,495.4,213.1,673.1,1327.3,2134.4,267.2,549.7,370.0,1003.1,536.1,226.9,331.2,571.9,271.7
2021,991.7,1058.3,574.2,541.8,189.3,748.5,1577.1,2338.0,324.4,622.5,437.2,1226.2,680.1,239.0,590.4,664.6,377.3
2022,1181.7,1348.8,605.5,648.4,255.0,791.0,1840.9,2842.4,516.2,652.9,496.8,1510.6,795.0,238.0,577.6,824.2,456.9
2023,1409.0,1631.5,612.3,858.7,325.0,855.5,2193.0,3263.0,555.3,743.6,616.1,2011.5,932.3,423.9,593.7,1097.2,565.3
2024,1370.4,1495.5,583.9,798.6,297.0,849.1,2156.4,3367.9,578.1,703.0,449.3,1968.5,864.3,438.0,511.2,908.5,576.4
