year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,16.3,12.2,18.3,27.2,16.9,12.9,15.9,15.9,13.4,28.0,21.6,11.1,11.9,25.1,21.0,10.3,18.7
2011,15.9,10.6,18.2,26.9,16.1,13.2,15.0,16.1,12.1,28.1,21.3,11.1,11.5,24.5,20.9,9.7,17.8
2012,16.1,11.0,18.1,27.4,14.9,13.7,15.6,16.8,11.8,27.3,21.3,11.3,11.8,24.0,20.9,9.8,17.8
2013,16.1,10.8,18.3,27.6,14.4,13.8,15.6,17.3,11.4,26.4,21.5,11.3,11.7,24.9,21.2,9.5,16.8
2014,13.0,7.9,15.2,23.0,10.7,10.9,12.4,14.5,8.4,22.0,17.6,9.4,9.4,20.3,17.0,7.2,13.6
2015,10.4,5.9,12.0,19.9,8.3,8.8,9.6,11.8,6.7,18.1,15.1,6.8,7.4,16.8,13.3,5.4,10.7
2016,8.1,4.6,10.3,16.5,6.4,6.5,6.9,9.4,5.6,13.9,12.0,5.3,5.5,12.9,10.7,4.1,8.1
2017,6.4,3.6,8.2,13.4,4.8,4.9,5.3,7.5,4.4,11.4,9.5,3.9,4.2,10.0,8.6,3.0,6.4
2018,5.6,3.2,7.2,11.9,4.2,4.3,4.6,6.5,3.8,9.9,8.3,3.5,3.4,9.1,7.5,2.4,5.5
2019,4.8,2.7,6.0,10.6,3.3,3.8,3.8,5.7,3.5,8.5,7.2,3.1,2.6,8.4,6.3,2.2,4.7
2020,5.8,3.3,6.9,12.2,4.3,4.6,5.2,6.5,4.3,10.0,8.4,4.1,3.8,9.3,7.2,2.8,6.1
2021,5.0,2.9,5.9,10.6,3.3,4.1,4.5,5.7,3.6,8.9,7.6,3.5,3.2,8.1,6.0,2.4,5.0
2022,4.8,3.0,5.7,10.0,3.0,4.1,4.7,5.6,3.8,7.8,7.6,3.4,3.0,7.3,5.9,2.3,4.9
2023,4.5,2.7,5.4,9.3,2.8,3.8,4.4,5.1,3.6,7.5,7.3,3.2,2.9,7.3,5.4,2.3,4.8
2024,4.4,2.8,5.4,8.8,2.8,3.7,4.0,4.9,3.4,7.4,7.1,3.1,2.8,6.9,5.4,2.3,4.7
