REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,2659197.2,3852548.1,2342105.6,1766009.7,1877392.0,2083771.1,579022.4,702811.3,1970566.5,2166569.8,1555495.0,1706683.4,2247067.2,2994947.2,3233720.5
Dolnośląskie,189211.9,240279.3,185562.5,155413.5,145937.6,190402.8,49658.4,76131.2,212541.1,173250.7,94513.0,235175.3,147412.4,160022.1,195807.3
Kujawsko-Pomorskie,76218.0,83438.6,62137.4,61005.7,67522.8,64728.1,15644.4,21515.6,79056.4,74305.1,39607.0,44543.5,76525.8,109492.3,115186.5
Lubelskie,129002.0,124712.7,87796.1,72797.4,59567.1,51727.0,16247.6,25193.3,90244.5,79621.7,42982.0,74066.5,83627.7,126925.6,155400.5
Lubuskie,116610.5,63311.7,31210.6,33596.3,62885.5,57112.7,8259.2,6989.9,41967.6,41179.0,37193.0,48151.6,35354.1,65241.8,75949.8
Łódzkie,143877.2,97836.2,85199.0,81936.4,51668.1,76743.2,54343.2,36072.2,134872.0,127987.3,85535.0,65047.7,107151.6,206522.3,240879.1
Małopolskie,164948.2,380137.1,271517.1,274845.9,252016.9,334095.2,75472.8,81898.6,184434.8,273411.3,259989.0,198620.9,272329.6,340953.0,393840.7
Mazowieckie,193871.1,279928.0,239003.7,244648.6,247740.5,280391.2,87589.3,116432.6,271259.3,280331.3,208724.0,196659.9,406358.8,425555.6,420243.6
Opolskie,114947.9,145750.5,121440.4,128729.9,95193.6,125564.5,15901.1,26536.5,67767.2,82554.6,29027.0,44719.0,61234.0,89142.0,137722.5
Podkarpackie,270494.9,233679.3,66179.2,77863.6,66096.5,64143.5,17460.3,45548.0,156748.7,221641.8,184044.0,118232.9,175882.5,306344.3,332192.7
Podlaskie,59618.4,55088.7,44735.2,31114.8,20199.5,21875.1,4319.4,5744.3,22269.8,19869.6,13770.0,12752.1,37714.0,56644.2,75113.7
Pomorskie,167643.7,160161.7,125133.1,68166.0,78382.6,140769.6,24486.1,37051.1,102561.2,175727.0,77543.0,91620.6,108643.8,168943.1,153471.7
Śląskie,208229.6,309774.6,435652.1,179412.5,229937.1,253108.5,43276.1,39164.7,200348.1,221308.7,161437.0,152542.1,179123.1,292175.7,279041.6
Świętokrzyskie,179706.4,227300.2,141211.3,112760.7,107671.4,90812.3,15891.1,22003.5,96204.1,118456.3,125188.0,122449.7,153676.6,182356.8,142632.1
Warmińsko-Mazurskie,101787.3,118567.8,95229.3,67586.0,59187.3,46337.6,15055.7,18843.8,46801.0,39418.9,15826.0,36373.7,59650.3,57402.9,80190.0
Wielkopolskie,233777.0,365874.9,262519.3,148640.1,281064.8,239911.1,113628.8,122535.6,222082.1,184759.0,135333.0,215979.0,260412.0,327200.3,326324.8
Zachodniopomorskie,309253.1,966706.8,87579.3,27492.3,52320.7,46048.7,21788.9,21150.4,41408.6,52747.5,44777.0,49748.9,81970.9,80025.2,109723.9
